price,carpet_area,bedroom,bathroom,transaction_type,floor_category,luxury_category,property_type,regions,balconies_iter,furnished_status_imputed,additional_room
2.67,4000.0,5.0,7.0,resale,High Floor,High,villa,bangalore,3.0,0,1.0
1.06,1123.0,3.0,2.0,resale,Mid Floor,Low,flat,greater noida,4.0,0,0.0
1.8,1070.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,2.0,0,1.0
1.95,1648.0,3.0,4.0,resale,High Floor,Low,flat,pune,3.0,1,1.0
13.8,3070.0,4.0,5.0,new property,Mid Floor,High,flat,gurgaon,2.0,1,1.0
3.2,1750.0,3.0,2.0,new property,Mid Floor,Medium,flat,bangalore,2.0,1,0.0
1.15,1800.0,2.0,3.0,resale,Low Floor,Low,residential,navi mumbai,3.0,1,0.0
2.0,1224.0,3.0,3.0,resale,High Floor,Low,flat,navi mumbai,3.0,1,0.0
1.2,981.0,3.0,2.0,resale,High Floor,Low,flat,noida,4.0,0,0.0
0.69,888.0,2.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,1,0.0
0.84,1810.0,4.0,2.0,resale,High Floor,Low,villa,greater noida,3.0,0,1.0
0.85,758.0,2.0,2.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,1.0
2.45,750.0,2.0,2.0,resale,Mid Floor,Medium,flat,mumbai,2.0,0,1.0
0.97,1144.0,3.0,3.0,resale,Low Floor,Low,flat,noida,3.0,2,1.0
0.63,839.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,3.0,1,0.0
0.95,813.0,2.0,2.0,resale,Low Floor,Low,flat,pune,2.0,0,0.0
1.55,984.0,4.0,4.0,resale,Low Floor,Medium,residential,bangalore,3.0,1,0.0
8.0,4160.0,4.0,5.0,resale,Mid Floor,Low,flat,bangalore,3.0,2,0.0
1.75,972.0,3.0,3.0,resale,Mid Floor,Medium,flat,navi mumbai,3.0,0,0.0
2.3,1282.0,4.0,3.0,resale,Mid Floor,High,flat,navi mumbai,3.0,2,0.0
1.15,700.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,2,0.0
1.93,1173.0,2.0,2.0,new property,High Floor,Medium,flat,noida,2.0,0,0.0
2.05,650.0,2.0,2.0,resale,High Floor,Low,flat,mumbai,2.0,0,1.0
5.5,2400.0,3.0,4.0,new property,Low Floor,Low,flat,bangalore,3.0,1,0.0
0.75,800.0,2.0,2.0,resale,Mid Floor,Medium,flat,beyond thane,4.0,0,1.0
0.54,842.0,3.0,2.0,resale,Low Floor,Low,flat,beyond thane,3.0,0,0.0
1.75,1100.0,3.0,3.0,resale,Mid Floor,Medium,flat,pune,3.0,1,0.0
1.15,1192.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,0,1.0
7.0,2000.0,4.0,4.0,resale,Low Floor,Low,flat,thane,3.0,0,1.0
5.15,2000.0,4.0,4.0,resale,Low Floor,Medium,flat,mumbai,3.0,0,0.0
0.8,1303.0,3.0,2.0,resale,High Floor,Medium,flat,greater noida,3.0,0,0.0
0.77,479.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
1.25,719.0,3.0,3.0,resale,High Floor,Medium,villa,beyond thane,3.0,0,0.0
2.0,1917.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,2.0,0,1.0
1.1,750.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
1.62,1364.0,3.0,3.0,resale,High Floor,High,flat,greater noida,4.0,1,0.0
1.3,850.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,2,0.0
1.74,975.0,3.0,3.0,new property,Mid Floor,Low,flat,greater noida,4.0,2,1.0
0.6,666.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
1.05,1092.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,3.0,2,0.0
1.36,649.0,2.0,2.0,resale,High Floor,Low,flat,thane,2.0,0,0.0
2.35,1900.0,3.0,3.0,resale,Low Floor,Medium,residential,bangalore,3.0,1,0.0
0.6,705.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
5.25,2116.0,7.0,7.0,resale,Low Floor,High,flat,bangalore,3.0,1,0.0
0.9,1130.0,3.0,2.0,resale,Mid Floor,Medium,flat,greater noida,3.0,2,0.0
1.11,1070.0,3.0,3.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,0.0
2.75,885.0,3.0,3.0,resale,High Floor,Low,flat,mumbai,3.0,0,1.0
1.45,1150.0,2.0,2.0,resale,Low Floor,Medium,flat,new delhi,2.0,0,1.0
0.7,706.0,2.0,2.0,resale,High Floor,Medium,flat,beyond thane,2.0,1,1.0
1.85,1008.0,3.0,2.0,resale,High Floor,Medium,flat,navi mumbai,3.0,2,0.0
0.38,772.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
3.0,1050.0,3.0,3.0,resale,Mid Floor,Medium,flat,thane,3.0,2,1.0
1.9,786.0,2.0,2.0,resale,High Floor,Medium,flat,mumbai,2.0,0,0.0
0.89,1020.0,2.0,2.0,new property,Mid Floor,Medium,builder-floor,new delhi,2.0,1,1.0
0.34,500.0,4.0,4.0,resale,High Floor,Medium,residential,navi mumbai,3.0,0,0.0
1.8,576.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,1,0.0
1.8,678.0,3.0,3.0,new property,Low Floor,Low,flat,mumbai,3.0,1,1.0
1.5,1000.0,2.0,2.0,resale,High Floor,Medium,flat,bangalore,2.0,1,1.0
2.2,1300.0,2.0,2.0,resale,Low Floor,Low,residential,bangalore,2.0,1,0.0
1.15,700.0,2.0,2.0,new property,High Floor,Medium,flat,bangalore,2.0,0,0.0
3.3,1350.0,4.0,3.0,resale,Low Floor,Medium,builder-floor,new delhi,3.0,1,0.0
0.9,738.0,2.0,2.0,resale,Mid Floor,Medium,flat,navi mumbai,2.0,0,0.0
2.3,1105.0,3.0,2.0,resale,Mid Floor,Medium,flat,bangalore,2.0,1,0.0
0.75,676.0,2.0,2.0,resale,Low Floor,Low,builder-floor,beyond thane,2.0,0,0.0
1.8,1261.0,3.0,3.0,resale,High Floor,High,flat,noida,4.0,0,0.0
0.4,497.0,2.0,2.0,resale,Mid Floor,Low,flat,new delhi,2.0,2,0.0
0.85,1098.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
4.25,1346.0,4.0,4.0,resale,Mid Floor,Medium,flat,mumbai,3.0,0,1.0
3.7,1073.0,3.0,3.0,resale,High Floor,High,flat,mumbai,3.0,1,0.0
1.7,1381.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,3.0,1,0.0
1.6,2880.0,7.0,7.0,resale,High Floor,High,residential,bangalore,4.0,2,0.0
2.21,1444.0,3.0,2.0,new property,High Floor,High,flat,bangalore,3.0,0,0.0
2.9,2800.0,3.0,5.0,resale,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
0.85,1004.0,3.0,2.0,resale,High Floor,Low,flat,noida,5.0,0,0.0
3.5,1800.0,4.0,4.0,resale,Mid Floor,High,flat,pune,3.0,0,1.0
2.2,844.0,3.0,2.0,resale,High Floor,Low,flat,noida,3.0,1,0.0
0.3,731.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,2.0,1,0.0
1.6,825.0,2.0,2.0,resale,Mid Floor,Medium,flat,mumbai,2.0,1,1.0
3.0,3100.0,4.0,6.0,resale,High Floor,High,residential,navi mumbai,3.0,1,1.0
1.2,934.0,2.0,2.0,new property,High Floor,Low,flat,bangalore,2.0,0,0.0
0.75,750.0,2.0,2.0,new property,Low Floor,Low,flat,bangalore,2.0,0,0.0
0.36,900.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,1,0.0
4.3,2306.0,4.0,5.0,resale,High Floor,High,flat,bangalore,2.0,1,1.0
1.2,679.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,1,0.0
0.9,750.0,3.0,2.0,resale,Mid Floor,Low,flat,bangalore,3.0,0,0.0
0.9,1185.0,2.0,2.0,resale,High Floor,Medium,flat,greater noida,2.0,2,1.0
2.5,1962.0,3.0,3.0,resale,Low Floor,High,builder-floor,gurgaon,3.0,1,0.0
1.9,2691.0,3.0,3.0,resale,Low Floor,Low,flat,gurgaon,3.0,2,0.0
4.45,1950.0,3.0,5.0,resale,Mid Floor,Medium,flat,gurgaon,5.0,0,1.0
0.65,610.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
2.8,2100.0,4.0,4.0,resale,High Floor,High,flat,bangalore,3.0,0,1.0
2.95,1338.0,2.0,2.0,resale,High Floor,Low,builder-floor,bangalore,2.0,0,1.0
1.7,1200.0,3.0,3.0,resale,Mid Floor,Low,flat,greater noida,5.0,0,1.0
1.82,4050.0,10.0,10.0,resale,Low Floor,High,residential,bangalore,5.0,1,0.0
2.45,1140.0,3.0,3.0,resale,Mid Floor,Medium,flat,pune,2.0,0,0.0
1.45,1148.0,3.0,2.0,resale,Low Floor,Medium,residential,bangalore,3.0,0,1.0
5.77,850.0,2.0,2.0,resale,Mid Floor,Medium,flat,mumbai,2.0,0,1.0
0.72,800.0,2.0,2.0,resale,High Floor,Medium,villa,bangalore,2.0,0,1.0
0.93,1200.0,3.0,2.0,resale,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
1.75,670.0,2.0,2.0,new property,High Floor,Low,flat,thane,2.0,0,0.0
0.34,353.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
0.88,740.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,0,0.0
2.0,823.0,2.0,2.0,resale,High Floor,Low,residential,greater noida,2.0,0,0.0
2.0,1100.0,3.0,2.0,resale,Low Floor,Low,flat,new delhi,2.0,1,0.0
1.14,687.0,2.0,2.0,new property,High Floor,Medium,flat,mumbai,2.0,0,0.0
2.4,700.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,2,0.0
0.8,940.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
4.0,990.0,3.0,3.0,resale,Mid Floor,Medium,flat,mumbai,3.0,1,0.0
2.75,1780.0,3.0,3.0,resale,Low Floor,Medium,flat,greater noida,3.0,1,0.0
1.3,1000.0,2.0,2.0,new property,Mid Floor,Low,flat,bangalore,2.0,1,0.0
0.34,342.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
0.52,706.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,1,0.0
11.91,4053.0,5.0,3.0,new property,High Floor,High,flat,noida,3.0,0,0.0
0.83,710.0,2.0,2.0,resale,High Floor,Low,flat,navi mumbai,2.0,0,0.0
0.7,1000.0,3.0,2.0,new property,Low Floor,Low,flat,bangalore,3.0,0,0.0
3.25,4000.0,7.0,8.0,resale,Low Floor,High,residential,bangalore,4.0,1,0.0
3.1,1620.0,4.0,4.0,resale,Low Floor,Low,flat,gurgaon,3.0,0,1.0
0.95,775.0,3.0,3.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,0.0
0.48,800.0,3.0,2.0,resale,High Floor,Low,builder-floor,new delhi,3.0,1,0.0
1.37,1528.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,3.0,1,0.0
1.1,720.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,2.0,2,0.0
3.35,850.0,2.0,3.0,resale,High Floor,Medium,flat,mumbai,2.0,0,1.0
7.0,2502.0,3.0,4.0,resale,High Floor,Low,flat,mumbai,3.0,1,0.0
3.2,1450.0,3.0,3.0,resale,High Floor,High,flat,bangalore,3.0,0,0.0
2.15,1447.0,3.0,3.0,new property,High Floor,Medium,flat,pune,3.0,1,1.0
1.2,850.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,2,0.0
7.45,2398.0,4.0,4.0,resale,Low Floor,High,flat,noida,4.0,0,1.0
1.5,921.0,2.0,2.0,resale,High Floor,Low,flat,navi mumbai,2.0,0,1.0
1.02,1100.0,3.0,3.0,resale,Low Floor,Medium,builder-floor,new delhi,3.0,1,0.0
4.3,2300.0,3.0,3.0,resale,High Floor,High,flat,bangalore,3.0,1,1.0
0.65,1080.0,2.0,2.0,new property,Low Floor,Low,flat,bangalore,2.0,1,0.0
2.0,1152.0,6.0,5.0,new property,Low Floor,Medium,residential,bangalore,2.0,2,0.0
1.2,800.0,2.0,2.0,resale,Low Floor,Low,residential,bangalore,2.0,0,0.0
2.2,2291.0,3.0,4.0,resale,High Floor,Medium,penthouse,bangalore,3.0,2,0.0
0.3,462.0,2.0,2.0,resale,Mid Floor,Low,builder-floor,new delhi,2.0,0,0.0
2.3,1350.0,3.0,2.0,resale,Low Floor,Low,flat,gurgaon,5.0,1,0.0
0.85,759.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
0.72,704.0,2.0,2.0,new property,Low Floor,Low,flat,bangalore,2.0,0,0.0
2.3,688.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
1.9,1500.0,3.0,3.0,resale,Mid Floor,Low,flat,gurgaon,3.0,1,0.0
1.61,1390.0,3.0,3.0,new property,High Floor,Medium,flat,bangalore,2.0,0,0.0
0.95,695.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,2,0.0
1.0,468.0,2.0,2.0,resale,High Floor,Low,flat,thane,2.0,0,0.0
2.38,1840.0,4.0,4.0,resale,High Floor,Medium,villa,bangalore,2.0,2,1.0
4.5,1300.0,3.0,3.0,resale,Mid Floor,High,flat,mumbai,5.0,0,1.0
0.5,1050.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
1.7,1881.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,4.0,1,0.0
4.95,1080.0,3.0,3.0,resale,High Floor,Medium,flat,mumbai,6.0,0,1.0
1.1,900.0,3.0,3.0,resale,High Floor,Medium,villa,greater noida,3.0,0,1.0
3.0,2400.0,5.0,5.0,new property,Low Floor,Medium,residential,bangalore,2.0,1,0.0
1.55,1348.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
0.8,898.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,0,0.0
0.72,761.0,2.0,2.0,resale,Mid Floor,Low,flat,greater noida,2.0,0,0.0
1.14,1350.0,3.0,3.0,resale,Mid Floor,Low,flat,gurgaon,3.0,0,0.0
0.52,801.0,2.0,2.0,resale,Low Floor,Low,builder-floor,bangalore,2.0,1,0.0
0.42,647.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,0,0.0
0.8,1004.0,3.0,2.0,resale,Mid Floor,Medium,flat,noida,4.0,1,0.0
1.45,850.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,1,0.0
2.5,1600.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,2.0,1,0.0
6.75,6424.0,4.0,6.0,resale,Mid Floor,Medium,flat,bangalore,5.0,0,1.0
3.0,1100.0,3.0,3.0,resale,Mid Floor,Medium,flat,mumbai,3.0,0,0.0
1.75,1600.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,2.0,2,0.0
5.9,2379.0,4.0,4.0,new property,High Floor,Medium,flat,navi mumbai,3.0,0,0.0
1.16,704.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,1.0
4.7,2900.0,4.0,5.0,resale,Mid Floor,Medium,builder-floor,gurgaon,2.0,1,1.0
2.76,1145.0,3.0,3.0,resale,Low Floor,High,flat,bangalore,2.0,1,0.0
1.1,1440.0,3.0,3.0,new property,Low Floor,Medium,builder-floor,new delhi,3.0,1,0.0
0.89,844.0,2.0,2.0,resale,Low Floor,Low,flat,greater noida,3.0,2,1.0
1.0,627.0,2.0,2.0,new property,High Floor,Low,flat,bangalore,3.0,0,0.0
2.65,1900.0,3.0,3.0,new property,Mid Floor,Medium,builder-floor,new delhi,3.0,1,0.0
0.85,1480.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,1,0.0
1.15,583.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,0,0.0
0.4,650.0,2.0,2.0,resale,Mid Floor,Low,builder-floor,greater noida,2.0,0,0.0
1.75,1319.0,3.0,3.0,resale,Low Floor,High,flat,bangalore,2.0,0,1.0
1.95,1296.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
3.5,1400.0,3.0,3.0,resale,Low Floor,Medium,flat,gurgaon,3.0,1,0.0
1.85,1250.0,3.0,2.0,resale,Low Floor,Medium,flat,new delhi,3.0,1,0.0
1.29,938.0,3.0,3.0,new property,High Floor,Low,flat,navi mumbai,2.0,0,0.0
2.19,1987.0,4.0,4.0,new property,High Floor,Medium,villa,bangalore,2.0,1,1.0
0.41,584.0,2.0,2.0,new property,Mid Floor,Low,flat,beyond thane,2.0,0,1.0
1.35,1195.0,3.0,3.0,resale,Mid Floor,Medium,flat,beyond thane,3.0,0,0.0
6.0,1700.0,4.0,4.0,resale,High Floor,Medium,flat,mumbai,3.0,2,0.0
3.5,1700.0,5.0,3.0,resale,Low Floor,Medium,residential,new delhi,3.0,0,1.0
0.8,1175.0,2.0,2.0,resale,High Floor,Medium,flat,greater noida,3.0,0,1.0
1.15,1250.0,3.0,3.0,resale,Low Floor,Medium,flat,pune,3.0,0,0.0
0.58,800.0,3.0,2.0,resale,Low Floor,Low,flat,new delhi,3.0,1,0.0
1.8,1191.0,3.0,3.0,resale,Mid Floor,High,flat,gurgaon,3.0,1,1.0
0.8,779.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,0,0.0
2.2,927.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
3.25,1350.0,3.0,3.0,resale,Mid Floor,High,flat,gurgaon,2.0,0,1.0
1.3,1650.0,4.0,3.0,resale,Low Floor,Low,builder-floor,bangalore,3.0,1,0.0
0.3,587.0,2.0,2.0,resale,Low Floor,Low,builder-floor,greater noida,2.0,0,0.0
1.6,525.0,2.0,2.0,resale,Mid Floor,Low,flat,mumbai,2.0,0,0.0
2.3,4000.0,10.0,4.0,resale,High Floor,High,residential,bangalore,4.0,0,0.0
1.05,800.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,0,0.0
1.75,3440.0,8.0,8.0,resale,High Floor,High,residential,bangalore,4.0,2,0.0
0.9,468.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,1,0.0
12.5,3936.0,4.0,4.0,new property,Mid Floor,Medium,flat,bangalore,4.0,1,1.0
2.25,1409.0,3.0,3.0,resale,High Floor,Low,flat,noida,3.0,0,1.0
2.3,1562.0,4.0,3.0,resale,Low Floor,Medium,flat,gurgaon,3.0,2,0.0
0.68,540.0,2.0,3.0,resale,Mid Floor,Medium,flat,gurgaon,3.0,1,0.0
0.68,780.0,3.0,3.0,resale,Mid Floor,Low,flat,pune,3.0,0,1.0
0.45,539.0,2.0,2.0,resale,Low Floor,Low,builder-floor,greater noida,2.0,1,0.0
10.0,2400.0,3.0,4.0,resale,Low Floor,Medium,residential,bangalore,3.0,1,0.0
1.9,1200.0,3.0,3.0,resale,High Floor,Medium,flat,pune,2.0,0,0.0
0.43,802.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,2.0,1,0.0
0.98,540.0,2.0,2.0,resale,Mid Floor,Low,flat,thane,2.0,0,0.0
0.3,468.0,2.0,2.0,resale,Low Floor,Low,builder-floor,beyond thane,2.0,0,0.0
1.36,1091.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
3.25,1260.0,4.0,4.0,new property,Mid Floor,Low,builder-floor,gurgaon,3.0,1,0.0
0.45,540.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,2.0,1,0.0
0.85,898.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,0,0.0
0.9,623.0,3.0,2.0,resale,Low Floor,Low,builder-floor,new delhi,2.0,1,0.0
1.1,948.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,3.0,0,1.0
2.35,1710.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,2.0,1,1.0
0.4,593.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,2,0.0
2.3,1990.0,4.0,4.0,new property,High Floor,Medium,villa,bangalore,2.0,1,0.0
0.41,712.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,0.0
1.95,1030.0,3.0,3.0,resale,High Floor,Low,flat,thane,3.0,2,0.0
1.35,2200.0,4.0,5.0,resale,High Floor,Medium,residential,bangalore,3.0,1,0.0
0.75,500.0,2.0,2.0,resale,Mid Floor,Low,flat,pune,2.0,1,0.0
1.59,2760.0,4.0,4.0,resale,High Floor,Medium,villa,bangalore,3.0,0,0.0
1.2,807.0,2.0,2.0,resale,High Floor,Low,flat,bangalore,2.0,1,0.0
3.4,2640.0,3.0,3.0,resale,High Floor,High,flat,bangalore,2.0,0,1.0
1.7,695.0,2.0,2.0,resale,Low Floor,Low,flat,new delhi,2.0,0,0.0
1.2,585.0,2.0,2.0,resale,High Floor,Low,flat,navi mumbai,2.0,0,0.0
4.0,1368.0,3.0,3.0,resale,High Floor,High,flat,mumbai,3.0,0,0.0
1.35,750.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,3.0,1,1.0
1.35,678.0,2.0,2.0,new property,Mid Floor,Low,flat,bangalore,2.0,0,0.0
2.75,3160.0,9.0,6.0,resale,Low Floor,High,residential,bangalore,4.0,1,0.0
1.25,1238.0,3.0,3.0,resale,High Floor,High,flat,navi mumbai,3.0,0,0.0
0.4,661.0,2.0,2.0,resale,Low Floor,Low,flat,navi mumbai,2.0,0,0.0
1.61,2167.0,3.0,3.0,resale,Low Floor,Low,builder-floor,gurgaon,2.0,1,0.0
1.27,724.0,2.0,2.0,resale,High Floor,Medium,flat,thane,2.0,2,0.0
6.4,2900.0,4.0,4.0,new property,Mid Floor,High,flat,bangalore,2.0,0,1.0
2.49,1336.0,3.0,3.0,resale,High Floor,Medium,flat,bangalore,2.0,1,0.0
1.1,1360.0,5.0,4.0,resale,High Floor,Medium,residential,bangalore,3.0,0,0.0
1.4,640.0,3.0,2.0,resale,Low Floor,Low,residential,bangalore,3.0,0,0.0
1.5,1386.0,4.0,5.0,resale,Mid Floor,High,flat,greater noida,2.0,1,1.0
2.1,4800.0,6.0,5.0,new property,Mid Floor,Medium,residential,bangalore,4.0,1,0.0
1.3,1292.0,3.0,3.0,resale,Mid Floor,Low,flat,noida,3.0,1,0.0
0.75,1024.0,2.0,2.0,resale,High Floor,Low,residential,bangalore,2.0,0,0.0
0.48,714.0,2.0,2.0,new property,Low Floor,Low,flat,navi mumbai,3.0,0,0.0
0.9,1820.0,3.0,3.0,resale,High Floor,Low,villa,greater noida,3.0,0,1.0
0.8,1012.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,1.0
3.27,1615.0,3.0,4.0,new property,Mid Floor,High,flat,pune,3.0,0,1.0
0.53,850.0,2.0,2.0,resale,Low Floor,Low,builder-floor,new delhi,2.0,1,0.0
1.25,1500.0,3.0,3.0,resale,Low Floor,Low,flat,bangalore,3.0,0,1.0
2.1,1269.0,4.0,4.0,resale,Mid Floor,High,flat,noida,5.0,1,0.0
0.65,960.0,2.0,2.0,resale,Low Floor,Low,flat,bangalore,2.0,1,0.0
2.85,1255.0,3.0,2.0,resale,High Floor,Medium,flat,noida,3.0,1,0.0
2.5,2637.0,4.0,4.0,new property,Low Floor,Low,builder-floor,gurgaon,3.0,1,0.0
1.35,1300.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,3.0,0,1.0
1.01,950.0,2.0,2.0,resale,Low Floor,Low,flat,pune,2.0,1,0.0
1.66,1310.0,3.0,3.0,new property,Mid Floor,High,flat,greater noida,2.0,1,0.0
2.4,1332.0,3.0,3.0,resale,High Floor,Low,flat,bangalore,2.0,0,0.0
2.75,1364.0,3.0,3.0,resale,High Floor,Medium,flat,noida,3.0,0,0.0
0.75,731.0,2.0,2.0,new property,Mid Floor,Low,flat,pune,2.0,0,0.0
0.8,1750.0,3.0,3.0,new property,High Floor,Low,villa,noida,3.0,0,1.0
1.05,1500.0,3.0,4.0,resale,Low Floor,Medium,residential,bangalore,2.0,0,1.0
2.5,1660.0,3.0,3.0,new property,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
2.25,1000.0,4.0,3.0,resale,Low Floor,Medium,residential,bangalore,3.0,1,0.0
0.4,628.0,2.0,2.0,resale,Low Floor,Low,flat,beyond thane,2.0,1,0.0
2.15,1333.0,3.0,3.0,resale,Mid Floor,Medium,flat,greater noida,3.0,1,0.0
0.35,677.0,2.0,2.0,resale,Low Floor,Low,flat,pune,2.0,0,0.0
3.1,1956.0,4.0,4.0,resale,High Floor,Medium,villa,noida,2.0,1,0.0
0.31,763.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,0,0.0
0.78,2300.0,5.0,6.0,resale,High Floor,High,villa,beyond thane,2.0,0,1.0
1.09,1222.0,3.0,3.0,resale,Low Floor,Low,flat,bangalore,3.0,1,0.0
0.27,433.0,2.0,2.0,resale,High Floor,Low,flat,gurgaon,2.0,0,0.0
0.85,1000.0,2.0,2.0,new property,Mid Floor,Low,flat,bangalore,2.0,2,0.0
2.5,3499.0,7.0,6.0,resale,High Floor,High,villa,greater noida,4.0,2,0.0
1.35,1627.0,3.0,3.0,resale,Low Floor,Low,flat,gurgaon,3.0,1,0.0
0.98,1148.0,3.0,3.0,resale,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
1.65,850.0,3.0,2.0,new property,Mid Floor,Medium,builder-floor,new delhi,3.0,1,0.0
0.74,612.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
0.75,619.0,2.0,2.0,resale,High Floor,Medium,flat,greater noida,4.0,1,1.0
0.8,960.0,3.0,3.0,resale,Low Floor,Medium,flat,bangalore,3.0,0,0.0
6.5,1953.0,3.0,4.0,new property,Mid Floor,Medium,builder-floor,new delhi,2.0,1,1.0
1.27,1270.0,3.0,2.0,new property,High Floor,Low,flat,greater noida,4.0,0,0.0
0.76,1920.0,4.0,3.0,resale,High Floor,Medium,residential,bangalore,3.0,1,0.0
13.5,2400.0,4.0,5.0,resale,High Floor,Medium,flat,mumbai,3.0,1,1.0
0.65,854.0,2.0,2.0,resale,Mid Floor,Low,flat,navi mumbai,2.0,1,0.0
2.5,846.0,3.0,2.0,resale,Low Floor,Low,flat,new delhi,2.0,0,0.0
1.8,1500.0,3.0,3.0,resale,Low Floor,Medium,builder-floor,new delhi,2.0,2,0.0
2.39,1744.0,4.0,5.0,new property,Mid Floor,Medium,flat,bangalore,3.0,0,0.0
2.8,2560.0,5.0,5.0,resale,Low Floor,Medium,residential,bangalore,3.0,0,1.0
1.06,910.0,2.0,2.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,1.0
1.04,780.0,2.0,2.0,new property,Mid Floor,Low,flat,pune,2.0,0,1.0
3.0,4000.0,5.0,5.0,resale,Low Floor,Medium,residential,bangalore,3.0,1,0.0
3.3,1683.0,3.0,3.0,resale,Mid Floor,Low,flat,bangalore,2.0,0,1.0
5.5,2200.0,4.0,4.0,resale,Low Floor,Medium,builder-floor,gurgaon,3.0,0,1.0
0.42,683.0,2.0,2.0,resale,Mid Floor,Low,flat,beyond thane,2.0,1,0.0
1.3,1300.0,3.0,2.0,resale,Mid Floor,Low,flat,gurgaon,2.0,2,1.0
6.5,3226.0,3.0,3.0,resale,Low Floor,Low,builder-floor,new delhi,2.0,1,0.0
